step_bin,log_value_bin,count
0,0,1
0,13,1
0,21,1
0,26,1
0,31,1
0,34,1
0,37,1
0,40,1
0,42,1
0,44,1
0,46,1
0,47,1
0,49,1
0,50,1
0,52,1
0,53,1
0,54,1
0,55,1
0,56,1
0,57,1
0,58,1
0,59,1
0,60,1
0,61,1
0,62,2
0,63,1
0,64,1
0,65,2
0,66,2
0,67,1
0,68,2
0,69,2
0,70,2
0,71,2
0,72,2
0,73,3
0,74,2
0,75,3
0,76,2
0,77,3
0,78,3
0,79,4
0,80,3
0,81,3
0,82,4
0,83,4
0,84,4
0,85,5
0,86,4
0,87,5
0,88,5
0,89,5
0,90,6
0,91,6
0,92,6
0,93,7
0,94,7
0,95,7
0,96,8
0,97,8
0,98,8
0,99,9
0,100,10
0,101,10
0,102,10
0,103,11
0,104,12
0,105,12
0,106,13
0,107,13
0,108,15
0,109,15
0,110,16
0,111,16
0,112,18
0,113,18
0,114,20
0,115,20
0,116,22
0,117,23
0,118,24
0,119,25
0,120,27
0,121,28
0,122,29
0,123,31
0,124,33
0,125,34
0,126,37
0,127,38
0,128,40
0,129,43
0,130,44
0,131,47
0,132,50
0,133,19
1,0,1
1,13,1
1,21,1
1,26,1
1,31,1
1,34,1
1,37,1
1,40,1
1,42,1
1,44,2
1,46,1
1,47,1
1,49,1
1,50,1
1,52,1
1,53,2
1,54,1
1,55,1
1,56,1
1,57,1
1,58,1
1,59,2
1,60,1
1,61,1
1,62,2
1,63,1
1,64,2
1,65,2
1,66,2
1,67,1
1,68,3
1,69,2
1,70,2
1,71,3
1,72,2
1,73,4
1,74,2
1,75,3
1,76,3
1,77,3
1,78,4
1,79,4
1,80,4
1,81,3
1,82,5
1,83,5
1,84,4
1,85,6
1,86,5
1,87,6
1,88,6
1,89,5
1,90,7
1,91,7
1,92,7
1,93,9
1,94,8
1,95,8
1,96,9
1,97,10
1,98,9
1,99,10
1,100,12
1,101,12
1,102,11
1,103,13
1,104,14
1,105,14
1,106,15
1,107,16
1,108,17
1,109,18
1,110,18
1,111,19
1,112,21
1,113,21
1,114,23
1,115,24
1,116,25
1,117,27
1,118,28
1,119,29
1,120,5
1,121,4
1,122,5
1,123,5
1,124,6
1,125,6
1,126,6
1,127,6
1,128,7
1,129,7
1,130,7
1,131,8
1,132,8
1,133,9
1,134,9
1,135,10
1,136,10
1,137,11
1,138,11
1,139,12
1,140,12
1,141,14
1,142,13
1,143,15
1,144,15
1,145,17
1,146,17
1,147,18
1,148,18
1,149,20
1,150,21
1,151,22
1,152,24
1,153,24
1,154,15
2,0,1
2,13,1
2,21,1
2,26,1
2,31,2
2,34,1
2,37,1
2,40,2
2,42,1
2,44,2
2,46,2
2,47,1
2,49,1
2,50,2
2,52,1
2,53,2
2,54,2
2,55,1
2,56,1
2,57,2
2,58,1
2,59,2
2,60,2
2,61,1
2,62,3
2,63,1
2,64,2
2,65,3
2,66,3
2,67,1
2,68,4
2,69,2
2,70,3
2,71,4
2,72,2
2,73,5
2,74,3
2,75,4
2,76,4
2,77,4
2,78,5
2,79,5
2,80,5
2,81,4
2,82,6
2,83,7
2,84,5
2,85,8
2,86,6
2,87,8
2,88,7
2,89,7
2,90,9
2,91,9
2,92,9
2,93,11
2,94,11
2,95,10
2,96,12
2,97,12
2,98,12
2,99,13
2,100,15
2,101,16
2,102,14
2,103,17
2,104,18
2,105,18
2,106,14
2,107,7
2,108,7
2,109,8
2,110,8
2,111,8
2,112,9
2,113,9
2,114,10
2,115,10
2,116,11
2,117,11
2,118,12
2,119,13
2,120,14
2,121,13
2,122,15
2,123,15
2,124,17
2,125,17
2,126,19
2,127,18
2,128,21
2,129,21
2,130,22
2,131,23
2,132,25
2,133,26
2,134,28
2,135,29
2,136,30
2,137,33
2,138,33
2,139,36
2,140,37
2,141,8
3,0,1
3,13,1
3,21,1
3,26,2
3,31,2
3,34,1
3,37,2
3,40,2
3,42,1
3,44,3
3,46,2
3,47,1
3,49,2
3,50,2
3,52,1
3,53,4
3,54,2
3,55,1
3,56,2
3,57,2
3,58,1
3,59,3
3,60,2
3,61,1
3,62,4
3,63,1
3,64,3
3,65,3
3,66,4
3,67,1
3,68,6
3,69,3
3,70,3
3,71,5
3,72,3
3,73,6
3,74,3
3,75,5
3,76,6
3,77,5
3,78,6
3,79,6
3,80,6
3,81,5
3,82,9
3,83,8
3,84,6
3,85,10
3,86,8
3,87,10
3,88,9
3,89,8
3,90,12
3,91,11
3,92,11
3,93,10
3,94,6
3,95,6
3,96,7
3,97,8
3,98,6
3,99,7
3,100,10
3,101,10
3,102,7
3,103,11
3,104,10
3,105,11
3,106,11
3,107,13
3,108,12
3,109,14
3,110,14
3,111,14
3,112,16
3,113,16
3,114,18
3,115,18
3,116,19
3,117,21
3,118,21
3,119,22
3,120,25
3,121,23
3,122,27
3,123,27
3,124,30
3,125,31
3,126,33
3,127,27
3,128,2
3,129,2
3,130,3
3,131,2
3,132,3
3,133,3
3,134,3
3,135,3
3,136,4
3,137,3
3,138,4
3,139,4
3,140,4
3,141,5
3,142,4
3,143,5
3,144,5
3,145,6
3,146,5
3,147,6
3,148,6
3,149,7
3,150,7
3,151,7
3,152,8
3,153,8
3,154,9
3,155,9
3,156,10
3,157,10
3,158,10
3,159,11
3,160,12
3,161,12
3,162,6
4,0,1
4,13,2
4,21,1
4,26,2
4,31,3
4,34,1
4,37,2
4,40,4
4,42,1
4,44,3
4,46,3
4,47,1
4,49,2
4,50,3
4,52,1
4,53,4
4,54,4
4,55,1
4,56,2
4,57,3
4,58,1
4,59,4
4,60,3
4,61,1
4,62,6
4,63,1
4,64,3
4,65,4
4,66,5
4,67,1
4,68,8
4,69,3
4,70,4
4,71,7
4,72,3
4,73,8
4,74,4
4,75,6
4,76,8
4,77,6
4,78,8
4,79,7
4,80,4
4,81,3
4,82,7
4,83,7
4,84,4
4,85,7
4,86,6
4,87,8
4,88,6
4,89,5
4,90,9
4,91,9
4,92,7
4,93,12
4,94,10
4,95,9
4,96,12
4,97,10
4,98,11
4,99,11
4,100,15
4,101,16
4,102,12
4,103,16
4,104,16
4,105,18
4,106,16
4,107,19
4,108,20
4,109,22
4,110,23
4,111,21
4,112,25
4,113,25
4,114,16
4,115,4
4,116,4
4,117,6
4,118,5
4,119,5
4,120,7
4,121,5
4,122,8
4,123,6
4,124,8
4,125,7
4,126,9
4,127,8
4,128,9
4,129,9
4,130,10
4,131,10
4,132,12
4,133,11
4,134,13
4,135,12
4,136,14
4,137,14
4,138,15
4,139,16
4,140,17
4,141,17
4,142,19
4,143,19
4,144,21
4,145,21
4,146,23
4,147,24
4,148,24
4,149,2
5,0,2
5,13,2
5,21,1
5,26,4
5,31,3
5,34,1
5,37,3
5,40,4
5,42,1
5,44,4
5,46,4
5,47,1
5,49,4
5,50,3
5,52,1
5,53,6
5,54,4
5,55,1
5,56,3
5,57,4
5,58,1
5,59,6
5,60,3
5,61,1
5,62,7
5,63,1
5,64,4
5,65,5
5,66,6
5,68,8
5,69,2
5,70,3
5,71,7
5,72,2
5,73,6
5,74,3
5,75,5
5,76,9
5,77,5
5,78,7
5,79,5
5,80,6
5,81,5
5,82,10
5,83,10
5,84,5
5,85,11
5,86,8
5,87,12
5,88,8
5,89,8
5,90,14
5,91,12
5,92,11
5,93,18
5,94,13
5,95,13
5,96,17
5,97,17
5,98,15
5,99,16
5,100,22
5,101,7
5,102,4
5,103,7
5,104,5
5,105,7
5,106,6
5,107,8
5,108,7
5,109,7
5,110,9
5,111,9
5,112,9
5,113,9
5,114,11
5,115,9
5,116,11
5,117,13
5,118,12
5,119,13
5,120,15
5,121,13
5,122,16
5,123,16
5,124,18
5,125,17
5,126,20
5,127,19
5,128,21
5,129,21
5,130,24
5,131,24
5,132,26
5,133,27
5,134,29
5,135,19
5,136,1
5,137,1
5,138,1
5,139,2
5,140,1
5,141,2
5,142,1
5,143,2
5,144,1
5,145,2
5,146,2
5,147,2
5,148,2
5,149,2
5,150,3
5,151,2
5,152,3
5,153,2
5,154,3
5,155,3
5,156,4
5,157,3
5,158,3
5,159,4
5,160,4
5,161,4
5,162,4
5,163,5
5,164,5
5,165,5
5,166,5
5,167,6
5,168,6
5,169,6
5,170,2
6,0,2
6,13,4
6,21,1
6,26,4
6,31,4
6,34,1
6,37,3
6,40,6
6,42,1
6,44,5
6,46,6
6,47,1
6,49,4
6,50,4
6,52,1
6,53,5
6,54,5
6,56,3
6,57,5
6,59,6
6,60,3
6,62,8
6,64,4
6,65,5
6,66,6
6,68,11
6,69,3
6,70,5
6,71,10
6,72,2
6,73,9
6,74,5
6,75,6
6,76,12
6,77,8
6,78,9
6,79,7
6,80,9
6,81,6
6,82,13
6,83,14
6,84,8
6,85,15
6,86,11
6,87,14
6,88,3
6,89,3
6,90,9
6,91,5
6,92,4
6,93,10
6,94,6
6,95,6
6,96,9
6,97,7
6,98,9
6,99,6
6,100,10
6,101,12
6,102,9
6,103,13
6,104,9
6,105,13
6,106,12
6,107,13
6,108,15
6,109,14
6,110,17
6,111,16
6,112,16
6,113,19
6,114,20
6,115,18
6,116,21
6,117,23
6,118,24
6,119,24
6,120,29
6,121,24
6,122,13
6,123,2
6,124,5
6,125,2
6,126,3
6,127,5
6,128,3
6,129,3
6,130,4
6,131,5
6,132,5
6,133,5
6,134,5
6,135,5
6,136,5
6,137,6
6,138,7
6,139,7
6,140,6
6,141,8
6,142,7
6,143,9
6,144,8
6,145,9
6,146,9
6,147,10
6,148,10
6,149,12
6,150,12
6,151,11
6,152,14
6,153,13
6,154,15
6,155,15
6,156,13
7,0,4
7,13,4
7,21,1
7,26,6
7,31,5
7,34,1
7,37,4
7,40,5
7,44,6
7,46,6
7,49,6
7,50,4
7,53,7
7,54,6
7,56,5
7,57,7
7,59,8
7,60,4
7,62,9
7,64,6
7,65,6
7,66,9
7,68,14
7,69,5
7,70,6
7,71,14
7,72,3
7,73,12
7,74,6
7,75,3
7,76,8
7,77,5
7,78,6
7,79,2
7,80,5
7,81,4
7,82,8
7,83,9
7,84,3
7,85,8
7,86,7
7,87,12
7,88,5
7,89,7
7,90,13
7,91,8
7,92,9
7,93,16
7,94,9
7,95,10
7,96,15
7,97,15
7,98,14
7,99,11
7,100,17
7,101,18
7,102,15
7,103,22
7,104,17
7,105,20
7,106,20
7,107,24
7,108,22
7,109,3
7,110,5
7,111,6
7,112,3
7,113,5
7,114,6
7,115,4
7,116,6
7,117,6
7,118,6
7,119,8
7,120,7
7,121,7
7,122,8
7,123,8
7,124,11
7,125,7
7,126,10
7,127,11
7,128,9
7,129,11
7,130,13
7,131,12
7,132,14
7,133,14
7,134,14
7,135,15
7,136,16
7,137,16
7,138,19
7,139,20
7,140,19
7,141,22
7,142,21
7,143,11
7,144,1
7,146,1
7,147,1
7,149,1
7,150,1
7,151,1
7,152,1
7,154,1
7,155,1
7,156,2
7,157,1
7,158,1
7,159,1
7,160,1
7,161,2
7,162,1
7,163,2
7,164,1
7,165,2
7,166,2
7,167,2
7,168,2
7,169,2
7,170,2
7,171,2
7,172,3
7,173,2
7,174,3
7,175,3
7,176,3
7,177,3
8,0,4
8,13,6
8,21,1
8,26,5
8,31,6
8,37,4
8,40,7
8,44,8
8,46,8
8,49,6
8,50,6
8,53,9
8,54,9
8,56,6
8,57,10
8,59,10
8,60,6
8,62,6
8,64,3
8,65,5
8,66,4
8,68,10
8,69,4
8,70,4
8,71,11
8,72,1
8,73,8
8,74,6
8,75,5
8,76,12
8,77,8
8,78,9
8,79,4
8,80,8
8,81,5
8,82,13
8,83,14
8,84,7
8,85,12
8,86,10
8,87,18
8,88,9
8,89,11
8,90,19
8,91,13
8,92,13
8,93,25
8,94,16
8,95,10
8,96,6
8,97,6
8,98,6
8,99,2
8,100,6
8,101,6
8,102,7
8,103,9
8,104,4
8,105,9
8,106,5
8,107,10
8,108,7
8,109,8
8,110,11
8,111,12
8,112,8
8,113,11
8,114,13
8,115,11
8,116,13
8,117,12
8,118,14
8,119,16
8,120,17
8,121,15
8,122,19
8,123,17
8,124,23
8,125,17
8,126,23
8,127,23
8,128,22
8,129,25
8,130,5
8,131,1
8,132,3
8,133,2
8,134,1
8,135,3
8,136,2
8,137,1
8,138,4
8,139,2
8,140,3
8,141,3
8,142,3
8,143,3
8,144,4
8,145,3
8,146,5
8,147,3
8,148,3
8,149,6
8,150,5
8,151,4
8,152,6
8,153,4
8,154,6
8,155,6
8,156,8
8,157,6
8,158,7
8,159,8
8,160,6
8,161,9
8,162,9
8,163,9
8,164,7
9,0,6
9,13,5
9,26,7
9,31,8
9,37,6
9,40,9
9,44,11
9,46,10
9,49,5
9,50,3
9,53,8
9,54,7
9,56,4
9,57,9
9,59,9
9,60,3
9,62,9
9,64,5
9,65,7
9,66,7
9,68,15
9,69,6
9,70,6
9,71,15
9,72,2
9,73,11
9,74,8
9,75,8
9,76,17
9,77,12
9,78,13
9,79,7
9,80,12
9,81,8
9,82,14
9,83,6
9,84,3
9,85,4
9,86,6
9,87,7
9,88,3
9,89,6
9,90,9
9,91,6
9,92,6
9,93,11
9,94,5
9,95,8
9,96,12
9,97,10
9,98,10
9,99,6
9,100,12
9,101,12
9,102,12
9,103,15
9,104,10
9,105,15
9,106,13
9,107,16
9,108,18
9,109,14
9,110,22
9,111,20
9,112,18
9,113,21
9,114,23
9,115,21
9,116,20
9,117,3
9,118,3
9,119,5
9,120,4
9,121,2
9,122,3
9,123,4
9,124,7
9,125,2
9,126,5
9,127,4
9,128,5
9,129,6
9,130,5
9,131,6
9,132,8
9,133,6
9,134,6
9,135,8
9,136,7
9,137,6
9,138,11
9,139,8
9,140,11
9,141,8
9,142,12
9,143,10
9,144,12
9,145,11
9,146,14
9,147,14
9,148,11
9,149,16
9,150,18
9,151,4
9,154,1
9,156,1
9,159,1
9,161,1
9,163,1
9,165,1
9,167,1
9,168,1
9,170,1
9,171,1
9,172,1
9,174,1
9,175,1
9,176,1
9,177,1
9,178,1
9,179,2
9,180,1
9,181,1
9,182,1
9,183,2
9,184,1
9,185,2
10,0,5
10,13,7
10,26,9
10,31,11
10,37,3
10,40,8
10,44,9
10,46,9
10,49,7
10,50,5
10,53,12
10,54,10
10,56,6
10,57,12
10,59,13
10,60,4
10,62,14
10,64,7
10,65,9
10,66,11
10,68,21
10,69,3
10,70,3
10,71,9
10,72,1
10,73,6
10,74,4
10,75,3
10,76,10
10,77,6
10,78,7
10,79,2
10,80,6
10,81,3
10,82,11
10,83,11
10,84,5
10,85,8
10,86,9
10,87,14
10,88,6
10,89,9
10,90,15
10,91,11
10,92,10
10,93,19
10,94,9
10,95,13
10,96,21
10,97,16
10,98,18
10,99,13
10,100,21
10,101,21
10,102,21
10,103,15
10,105,7
10,106,3
10,107,4
10,108,5
10,109,1
10,110,9
10,111,8
10,112,5
10,113,7
10,114,5
10,115,6
10,116,6
10,117,7
10,118,6
10,119,13
10,120,9
10,121,5
10,122,10
10,123,9
10,124,14
10,125,9
10,126,11
10,127,14
10,128,11
10,129,17
10,130,13
10,131,15
10,132,18
10,133,16
10,134,17
10,135,18
10,136,18
10,137,18
10,138,3
10,140,2
10,143,2
10,144,3
10,146,2
10,148,2
10,149,3
10,150,2
10,152,4
10,153,1
10,154,2
10,155,3
10,156,4
10,158,5
10,159,2
10,160,2
10,161,5
10,162,2
10,163,5
10,164,2
10,165,5
10,166,5
10,167,2
10,168,7
10,169,4
10,170,4
10,171,6
10,172,3
11,0,7
11,13,9
11,26,8
11,31,9
11,37,5
11,40,12
11,44,12
11,46,13
11,49,11
11,50,7
11,53,17
11,54,13
11,56,3
11,57,8
11,59,8
11,60,1
11,62,7
11,64,4
11,65,5
11,66,5
11,68,14
11,69,5
11,70,6
11,71,14
11,72,2
11,73,10
11,74,6
11,75,5
11,76,15
11,77,10
11,78,11
11,79,5
11,80,9
11,81,5
11,82,17
11,83,17
11,84,6
11,85,15
11,86,15
11,87,23
11,88,11
11,89,14
11,90,15
11,91,3
11,92,5
11,93,5
11,94,3
11,95,4
11,96,7
11,97,7
11,98,7
11,99,5
11,100,8
11,101,7
11,102,8
11,103,10
11,104,1
11,105,10
11,106,8
11,107,10
11,108,12
11,109,6
11,110,14
11,111,15
11,112,12
11,113,16
11,114,12
11,115,11
11,116,18
11,117,16
11,118,14
11,119,24
11,120,21
11,121,11
11,122,21
11,123,23
11,124,13
11,125,1
11,126,2
11,127,1
11,128,3
11,129,3
11,130,4
11,131,3
11,132,5
11,133,1
11,134,1
11,135,3
11,136,3
11,137,2
11,138,7
11,139,5
11,140,6
11,141,1
11,142,5
11,143,4
11,144,7
11,145,6
11,146,5
11,147,5
11,148,4
11,149,11
11,150,7
11,151,5
11,152,8
11,153,10
11,154,7
11,155,9
11,156,15
11,157,5
11,158,12
11,159,2
11,161,1
11,167,1
11,171,1
11,175,1
11,178,1
11,180,1
11,183,1
11,185,1
11,186,1
11,188,1
11,190,1
11,191,1
11,192,1
12,0,9
12,13,8
12,26,12
12,31,12
12,37,7
12,40,17
12,44,8
12,46,8
12,49,7
12,50,4
12,53,12
12,54,10
12,56,6
12,57,12
12,59,12
12,60,3
12,62,11
12,64,7
12,65,8
12,66,8
12,68,21
12,69,7
12,70,9
12,71,20
12,72,4
12,73,15
12,74,10
12,75,9
12,76,22
12,77,3
12,78,4
12,79,1
12,80,2
12,81,1
12,82,5
12,83,7
12,84,3
12,85,6
12,86,7
12,87,11
12,88,4
12,89,6
12,90,13
12,91,5
12,92,7
12,93,12
12,94,6
12,95,8
12,96,13
12,97,11
12,98,14
12,99,11
12,100,16
12,101,13
12,102,15
12,103,17
12,104,8
12,105,18
12,106,18
12,107,22
12,108,19
12,109,14
12,110,25
12,111,11
12,112,1
12,113,7
12,114,3
12,115,4
12,116,5
12,117,3
12,118,4
12,119,7
12,120,4
12,121,1
12,122,2
12,123,4
12,124,7
12,125,4
12,126,6
12,127,7
12,128,6
12,129,8
12,130,9
12,131,9
12,132,11
12,133,5
12,134,5
12,135,8
12,136,11
12,137,8
12,138,17
12,139,13
12,140,16
12,141,5
12,142,15
12,143,14
12,144,18
12,145,13
12,146,1
12,148,1
12,152,2
12,154,2
12,156,3
12,158,1
12,160,1
12,161,3
12,163,3
12,164,1
12,166,2
12,167,2
12,168,3
12,169,1
12,170,1
12,171,3
12,172,3
12,173,1
12,174,2
12,175,3
12,176,3
12,177,2
12,178,4
12,179,2
12,180,1
13,0,8
13,13,12
13,26,17
13,31,8
13,37,4
13,40,12
13,44,12
13,46,12
13,49,10
13,50,7
13,53,16
13,54,15
13,56,9
13,57,17
13,59,17
13,60,5
13,62,17
13,64,3
13,65,3
13,66,2
13,68,9
13,69,3
13,70,4
13,71,11
13,72,2
13,73,6
13,74,5
13,75,4
13,76,14
13,77,6
13,78,8
13,79,3
13,80,6
13,81,2
13,82,11
13,83,12
13,84,5
13,85,11
13,86,12
13,87,20
13,88,7
13,89,10
13,90,20
13,91,10
13,92,13
13,93,24
13,94,13
13,95,15
13,96,23
13,97,19
13,98,8
13,99,2
13,100,6
13,101,4
13,102,5
13,103,5
13,105,8
13,106,4
13,107,5
13,108,6
13,109,1
13,110,8
13,111,11
13,112,5
13,113,12
13,114,7
13,115,7
13,116,12
13,117,9
13,118,7
13,119,15
13,120,11
13,121,5
13,122,8
13,123,12
13,124,18
13,125,13
13,126,13
13,127,16
13,128,13
13,129,18
13,130,18
13,131,23
13,132,8
13,135,1
13,136,2
13,138,5
13,139,2
13,140,4
13,142,2
13,143,2
13,144,4
13,145,1
13,146,3
13,147,2
13,148,2
13,149,2
13,150,3
13,151,1
13,152,5
13,153,5
13,154,3
13,155,4
13,156,7
13,157,3
13,158,3
13,159,4
13,160,3
13,161,12
13,162,3
13,163,8
13,164,5
13,165,5
13,166,7
13,175,1
13,183,1
13,188,1
13,192,1
13,196,1
13,199,1
14,0,12
14,13,17
14,26,12
14,31,12
14,37,7
14,40,16
14,44,17
14,46,17
14,49,14
14,50,3
14,53,9
14,54,8
14,56,4
14,57,10
14,59,9
14,60,1
14,62,11
14,64,5
14,65,6
14,66,6
14,68,16
14,69,5
14,70,7
14,71,17
14,72,3
14,73,12
14,74,9
14,75,7
14,76,21
14,77,11
14,78,14
14,79,6
14,80,12
14,81,6
14,82,20
14,83,20
14,84,8
14,85,1
14,86,4
14,87,8
14,88,1
14,89,5
14,90,5
14,91,3
14,92,6
14,93,6
14,94,6
14,95,6
14,96,7
14,97,7
14,98,11
14,99,5
14,100,11
14,101,8
14,102,11
14,103,11
14,104,2
14,105,13
14,106,11
14,107,12
14,108,14
14,109,4
14,110,18
14,111,19
14,112,14
14,113,19
14,114,16
14,115,13
14,116,22
14,117,20
14,118,17
14,119,10
14,120,3
14,121,1
14,123,2
14,124,4
14,125,3
14,126,3
14,127,3
14,128,3
14,129,2
14,130,3
14,131,5
14,132,6
14,133,2
14,134,3
14,135,3
14,136,4
14,137,2
14,138,10
14,139,8
14,140,8
14,141,1
14,142,6
14,143,7
14,144,11
14,145,6
14,146,8
14,147,9
14,148,8
14,149,10
14,150,10
14,151,6
14,152,13
14,153,10
14,154,1
14,156,1
14,160,1
14,161,2
14,163,1
14,168,1
14,169,1
14,171,2
14,172,1
14,174,1
14,175,2
14,176,1
14,178,1
14,179,1
14,180,2
14,181,1
14,182,1
14,183,3
14,185,1
14,186,3
14,187,1
15,0,17
15,13,12
15,26,16
15,31,17
15,37,3
15,40,9
15,44,10
15,46,9
15,49,10
15,50,5
15,53,15
15,54,12
15,56,7
15,57,15
15,59,16
15,60,3
15,62,17
15,64,8
15,65,10
15,66,10
15,68,25
15,69,8
15,70,11
15,71,23
15,73,3
15,74,3
15,75,1
15,76,9
15,77,3
15,78,6
15,79,1
15,80,3
15,81,2
15,82,6
15,83,8
15,84,4
15,85,4
15,86,8
15,87,15
15,88,3
15,89,9
15,90,12
15,91,6
15,92,10
15,93,14
15,94,11
15,95,11
15,96,13
15,97,15
15,98,18
15,99,12
15,100,19
15,101,19
15,102,20
15,103,22
15,104,10
15,105,20
15,106,1
15,107,3
15,108,5
15,109,1
15,110,6
15,111,6
15,112,2
15,113,8
15,114,4
15,115,3
15,116,7
15,117,5
15,118,3
15,119,10
15,120,8
15,121,3
15,122,2
15,123,7
15,124,10
15,125,7
15,126,7
15,127,8
15,128,6
15,129,8
15,130,10
15,131,11
15,132,15
15,133,6
15,134,9
15,135,12
15,136,11
15,137,10
15,138,21
15,139,19
15,140,4
15,142,1
15,144,2
15,146,2
15,147,1
15,148,2
15,150,1
15,152,2
15,153,1
15,154,2
15,155,1
15,156,3
15,157,1
15,158,1
15,159,1
15,160,2
15,161,6
15,162,1
15,163,5
15,165,3
15,166,3
15,167,4
15,168,3
15,169,4
15,170,1
15,171,5
15,172,4
15,173,3
15,174,2
15,183,1
15,196,1
15,204,1
16,0,12
16,13,16
16,26,9
16,31,10
16,37,5
16,40,15
16,44,15
16,46,16
16,49,15
16,50,8
16,53,22
16,54,18
16,56,11
16,57,22
16,59,6
16,62,8
16,64,3
16,65,4
16,66,2
16,68,10
16,69,3
16,70,5
16,71,16
16,72,1
16,73,7
16,74,6
16,75,3
16,76,16
16,77,6
16,78,10
16,79,3
16,80,7
16,81,4
16,82,12
16,83,14
16,84,6
16,85,11
16,86,14
16,87,25
16,88,8
16,89,16
16,90,23
16,91,12
16,92,13
16,93,1
16,94,5
16,95,4
16,96,4
16,97,4
16,98,5
16,99,2
16,100,8
16,101,5
16,102,8
16,103,7
16,105,9
16,106,5
16,107,7
16,108,11
16,109,2
16,110,14
16,111,13
16,112,6
16,113,14
16,114,10
16,115,8
16,116,16
16,117,13
16,118,10
16,119,21
16,120,16
16,121,8
16,122,9
16,123,16
16,124,19
16,125,17
16,126,15
16,127,1
16,128,2
16,129,2
16,131,2
16,132,3
16,133,2
16,134,1
16,135,2
16,136,2
16,138,4
16,139,4
16,140,5
16,142,3
16,144,6
16,145,1
16,146,4
16,147,6
16,148,4
16,149,2
16,150,4
16,151,1
16,152,7
16,153,5
16,154,4
16,155,6
16,156,9
16,157,4
16,158,6
16,159,7
16,160,7
16,161,8
16,168,1
16,169,1
16,171,1
16,176,1
16,180,1
16,183,2
16,187,1
16,188,2
16,190,2
16,191,1
16,193,1
16,195,1
17,0,16
17,13,9
17,26,15
17,31,15
17,37,8
17,40,22
17,44,22
17,46,6
17,49,8
17,50,3
17,53,11
17,54,9
17,56,5
17,57,14
17,59,11
17,60,1
17,62,12
17,64,5
17,65,7
17,66,6
17,68,20
17,69,5
17,70,8
17,71,24
17,72,3
17,73,13
17,74,11
17,75,8
17,76,26
17,77,12
17,78,16
17,79,1
17,81,1
17,82,3
17,83,4
17,84,1
17,86,6
17,87,9
17,88,2
17,89,7
17,90,6
17,91,3
17,92,7
17,93,6
17,94,9
17,95,8
17,96,9
17,97,11
17,98,10
